impound_no,Animal_ID,Data_Source,Record_Type,Link,location,name,animal_type,Age,Animal_Gender,breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,picture,image_alt_text,Description ,Temperament
K19-117019,A584511,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584511,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,10 YEARS,Spayed Female,Domestic Shorthair,Tortie,05/08/2019 12:00:00 AM,Received on,25100 117TH CT SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584511,Image Copyright HLP Inc. 2019,"Received on: 2019-05-08<p/> Found Near: 25100 117TH CT SE, KENT WA 98030<p/> Description: Tortie Spayed Female Domestic Shorthair Cat<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117018,A584504,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584504,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Banyon,Cat,1 YEAR 6 MONTHS,Female,Domestic Longhair,Gray / White,05/08/2019 12:00:00 AM,Received on,3400 S 262ND ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584504,Image Copyright HLP Inc. 2019,"Received on: 2019-05-08<p/> Found Near: 3400 S 262ND ST, KENT WA 98032<p/> Description: Gray / White Female Domestic Longhair Cat<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117043,A584597,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584597,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Curzon,Cat,NO AGE,Unaltered,Domestic Mediumhair,Black / White,05/09/2019 12:00:00 AM,Received on,11900 SE 212TH PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584597,Image Copyright HLP Inc. 2019,"Received on: 2019-05-09<p/> Found Near: 11900 SE 212TH PL, KENT WA 98031<p/> Description: Black / White Unaltered Domestic Mediumhair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117046,A584601,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584601,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,6 MONTHS,Male,Siberian Husky,Black / White,05/09/2019 12:00:00 AM,Received on,13900 147TH PL SE,RENTON,WA,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584601,Image Copyright HLP Inc. 2019,"Received on: 2019-05-09<p/> Found Near: 13900 147TH PL SE, RENTON WA 98059<p/> Description: Black / White Male Siberian Husky Dog<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117050,A584617,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584617,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Puppy Butt,Dog,10 YEARS,Neutered Male,Pekingese,Brown / White,05/09/2019 12:00:00 AM,Received on,2000 S 360TH ST,FEDERAL WAY,WA,98003,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584617,Image Copyright HLP Inc. 2019,"Received on: 2019-05-09<p/> Found Near: 2000 S 360TH ST, FEDERAL WAY WA 98003<p/> Description: Brown / White Neutered Male Pekingese Dog<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117051,A584578,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584578,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ball Python,Snake,NO AGE,Unaltered,Snake,Brown / White,05/09/2019 12:00:00 AM,Received on,2800 S 188TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584578,Image Copyright HLP Inc. 2019,"Received on: 2019-05-09<p/> Found Near: 2800 S 188TH ST, SEATAC WA 98188<p/> Description: Brown / White Unaltered Snake Snake<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117053,A584619,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584619,Off Site Vet,,Cat,NO AGE,Male,Domestic Mediumhair,Black / White,05/09/2019 12:00:00 AM,Received on,300 1ST AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584619,Image Copyright HLP Inc. 2019,"Received on: 2019-05-09<p/> Found Near: 300 1ST AVE S, KENT WA 98032<p/> Description: Black / White Male Domestic Mediumhair Cat<p/> Age: NO AGE<p/> Current Location: Off Site Vet<p/>",
K19-117038,A584586,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584586,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Uhura,Cat,1 YEAR,Female,Domestic Shorthair,Tortie / White,05/09/2019 12:00:00 AM,Received on,3400 S 262ND ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584586,Image Copyright HLP Inc. 2019,"Received on: 2019-05-09<p/> Found Near: 3400 S 262ND ST, KENT WA 98032<p/> Description: Tortie / White Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117040,A584594,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584594,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dax,Cat,1 YEAR,Male,Domestic Shorthair,Black,05/09/2019 12:00:00 AM,Received on,36000 51ST AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584594,Image Copyright HLP Inc. 2019,"Received on: 2019-05-09<p/> Found Near: 36000 51ST AVE S, AUBURN WA 98001<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117070,A581019,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A581019,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Diamond,Dog,2 YEARS 1 MONTH,Spayed Female,Pit Bull,White / Tan,05/10/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A581019,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Description: White / Tan<p/>  Spayed Female Pit Bull Dog<p/> Age: 2 YEARS 1 MONTH<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Diamond and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on 3/15/19.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be! I am an affectionate lovebug who would be thrilled to cuddle up with you at home! I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy. My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p/><p/>1)    Allergic dermatitis<p/>This animal's skin condition is suspected to be caused by allergies.  An allergy is an over-reaction of the immune system to an allergen.  Allergies may affect the skin, respiratory or gastrointestinal system.  Symptoms may include itching, inflammation and hair loss, coughing, sneezing or digestive disorders.  Allergies can be caused by environmental factors, fleas or foods.  Allergies can lead to secondary problems such as skin and ear infection, or asthma.  Controlling the allergen is the best treatment.  Antihistamines, medicated shampoos, hypoallergenic diets and routine flea control are some treatment options.  We recommend that you consult with your regular veterinarian about this condition.  Continued veterinary care and additional treatment will be needed.<p/><p/><p/>2)    Otitis externa.  The external ear canal has an infection due to yeast and/or bacteria.  Proper medication and routine ear cleaning is needed to resolve this infection.  Often otitis externa is related to allergies.  Routine otic exams are recommended.  An educational handout is provided.<p/><p/>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p/><p/>- Special diet or prescription foods<p/>- Prescription or over-the-counter medicines<p/>- Special skin care or shampoos<p/>- Regular veterinarian visits, which may include blood tests or other monitoring<p/>- Possible surgery<p/>",GREEN
K19-117063,A584653,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Gray,05/10/2019 12:00:00 AM,Received on,11300 AVONDALE RD NE,REDMOND,WA,98052,REDMOND,47.70048,-122.092758,,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 11300 AVONDALE RD NE, REDMOND WA 98052<p/> Description: Gray Unaltered Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-117065,A584655,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584655,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,6 MONTHS,Female,Yorkshire Terrier / Shih Tzu,Silver / Tan,05/10/2019 12:00:00 AM,Received on,11900 SE 211TH PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584655,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 11900 SE 211TH PL, KENT WA 98031<p/> Description: Silver / Tan Female Yorkshire Terrier / Shih Tzu Dog<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117066,A584656,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584656,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Unaltered,Domestic Mediumhair,Black / White,05/10/2019 12:00:00 AM,Received on,11900 SE 212TH PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584656,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 11900 SE 212TH PL, KENT WA 98031<p/> Description: Black / White Unaltered Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117061,A584651,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584651,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 MONTHS,Male,Domestic Shorthair,Brn Tabby,05/10/2019 12:00:00 AM,Received on,1600 S 96TH ST,SEATTLE,WA,98108,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584651,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 1600 S 96TH ST, SEATTLE WA 98108<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 9 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117064,A584654,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584654,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 MONTHS,Female,Domestic Shorthair,Brn Tabby / White,05/10/2019 12:00:00 AM,Received on,17000 SE WAX RD,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584654,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 17000 SE WAX RD, COVINGTON WA 98042<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 9 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117076,A584688,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584688,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,NO AGE,Male,Chihuahua - Smooth Coated,Red,05/10/2019 12:00:00 AM,Received on,19600 19TH AVE NE,SHORELINE,WA,98155,SHORELINE,47.771783,-122.3092,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584688,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 19600 19TH AVE NE, SHORELINE WA 98155<p/> Description: Red Male Chihuahua - Smooth Coated Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117074,A584685,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584685,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 WEEKS,Male,Domestic Shorthair,Brn Tabby,05/10/2019 12:00:00 AM,Received on,27500 46TH CT S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584685,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 27500 46TH CT S, AUBURN WA 98001<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117075,A584686,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584686,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 WEEKS,Female,Domestic Shorthair,Brn Tabby / White,05/10/2019 12:00:00 AM,Received on,27500 46TH CT S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584686,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 27500 46TH CT S, AUBURN WA 98001<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117069,A584658,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584658,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,6 MONTHS,Female,Domestic Shorthair,White / Lynx Pt,05/10/2019 12:00:00 AM,Received on,31200 179TH PL SE,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584658,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 31200 179TH PL SE, AUBURN WA 98092<p/> Description: White / Lynx Pt Female Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-117071,A584662,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Black,05/10/2019 12:00:00 AM,Received on,8200 COAL CREEK PKWY SE,NEWCASTLE,WA,98059,NEWCASTLE,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 8200 COAL CREEK PKWY SE, NEWCASTLE WA 98059<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-117068,A584657,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A584657,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,7 YEARS,Neutered Male,Lhasa Apso,Black / White,05/10/2019 12:00:00 AM,Received on,8400 S 222ND ST,KENT,WA,98031,KENT,47.402713,-122.227817,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A584657,Image Copyright HLP Inc. 2019,"Received on: 2019-05-10<p/> Found Near: 8400 S 222ND ST, KENT WA 98031<p/> Description: Black / White Neutered Male Lhasa Apso Dog<p/> Age: 7 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-116532,A583065,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981118,LOST,Howard,Cat,,Male,Domestic Shorthair,Unknown,04/16/2019 12:00:00 AM,Date Lost,NE 87TH STREET & 166TH AVENUE NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981118,Image Copyright HLP Inc. 2019,,
K19-116118,A581805,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1974798,LOST,Mancha,Dog,,Female,German Shorthaired Pointer,Black / White,03/28/2019 12:00:00 AM,Date Lost,304TH- 37TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1974798,Image Copyright HLP Inc. 2019,,
K19-116958,A584300,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987181,LOST,Sophie,Cat,,Female,Domestic Longhair,Unknown,05/04/2019 12:00:00 AM,Date Lost,24500 185TH PL SE,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987181,Image Copyright HLP Inc. 2019,,
K19-116206,A581979,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1975940,LOST,Leera,Dog,,Female,Pit Bull,Unknown,03/31/2019 12:00:00 AM,Date Lost,55TH AND NE 190TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1975940,Image Copyright HLP Inc. 2019,,
K19-116440,A582733,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979431,In Public Home,,Dog,,Male,Labrador Retriever,White,04/11/2019 12:00:00 AM,Date Found,SW 345TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979431,Image Copyright HLP Inc. 2019,,
K19-116643,A583514,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983134,LOST,Daniel/danny,Cat,,Male,Domestic Shorthair,Unknown,04/21/2019 12:00:00 AM,Date Lost,12400 186TH PL SE,RENTON,WA,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983134,Image Copyright HLP Inc. 2019,,
K19-116596,A583347,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1982292,LOST,Tabitha,Cat,,Female,Domestic Shorthair,Unknown,04/07/2019 12:00:00 AM,Date Lost,324TH PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1982292,Image Copyright HLP Inc. 2019,,
K19-117008,A584468,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987901,LOST,Mickey,Cat,,Male,Domestic Shorthair,Unknown,05/05/2019 12:00:00 AM,Date Lost,CRESCENT VALLEY AND LAMPI,BETWEEN,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987901,Image Copyright HLP Inc. 2019,,
K19-116969,A584338,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987397,LOST,Nicholas,Cat,,Male,Domestic Longhair,Unknown,05/02/2019 12:00:00 AM,Date Lost,12800 76TH AVE NE,KIRKLAND,WA,98034,KIRKLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987397,Image Copyright HLP Inc. 2019,,
K19-116598,A583377,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1982446,LOST,Skippyjon,Cat,,Male,Domestic Longhair,Unknown,04/20/2019 12:00:00 AM,Date Lost,2000 ANACORTES AVE NE,RENTON,WA,98059,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1982446,Image Copyright HLP Inc. 2019,,
